Time series of measured orientation data in quaternions:
Time (s)	hand_l_imu	humerus_r_imu	torso_imu	radius_l_imu	calcn_r_imu	head_imu	femur_l_imu	radius_r_imu	calcn_l_imu	tibia_l_imu	hand_r_imu	humerus_l_imu	femur_r_imu	pelvis_imu	tibia_r_imu
52.0433446	~[-0.014495,0.107629,-0.479010,-0.871066]	~[-0.012065,-0.560577,0.268810,-0.783166]	~[0.160658,-0.392560,-0.121694,-0.897372]	~[-0.250378,-0.152075,-0.463872,-0.836066]	~[0.039314,-0.400704,0.123226,-0.907031]	~[-0.444220,-0.356164,-0.601657,-0.560200]	~[0.356096,-0.127389,-0.683429,-0.624413]	~[0.679450,-0.181297,0.306936,-0.641302]	~[0.405926,-0.310800,-0.219864,-0.830835]	~[0.621048,-0.326960,-0.682106,-0.205253]	~[0.339232,-0.001198,0.455318,-0.823168]	~[0.560571,-0.326999,-0.427186,-0.629559]	~[-0.005404,-0.450974,0.451973,-0.769619]	~[0.775451,0.186788,-0.575866,0.179344]	~[-0.354586,-0.485401,0.585941,-0.543441]
52.0733733	~[-0.014838,0.107240,-0.478951,-0.871140]	~[-0.012302,-0.560619,0.268789,-0.783140]	~[0.160792,-0.392327,-0.121735,-0.897444]	~[-0.250490,-0.152146,-0.463663,-0.836136]	~[0.039407,-0.400711,0.123196,-0.907028]	~[-0.443914,-0.356454,-0.601851,-0.560051]	~[0.356035,-0.127514,-0.683301,-0.624563]	~[0.680831,-0.177244,0.301494,-0.643549]	~[0.405875,-0.310836,-0.219935,-0.830828]	~[0.620939,-0.327119,-0.682099,-0.205351]	~[0.341959,0.006851,0.450743,-0.824529]	~[0.560685,-0.327328,-0.427342,-0.629181]	~[-0.005528,-0.450934,0.452188,-0.769515]	~[0.775501,0.186666,-0.575898,0.179151]	~[-0.354499,-0.485521,0.585882,-0.543455]
52.0933296	~[-0.014545,0.107275,-0.478833,-0.871206]	~[-0.012533,-0.560773,0.268771,-0.783031]	~[0.161140,-0.392287,-0.122315,-0.897320]	~[-0.250467,-0.152110,-0.463489,-0.836246]	~[0.039292,-0.400695,0.123266,-0.907031]	~[-0.443660,-0.356774,-0.602099,-0.559781]	~[0.356133,-0.127492,-0.683218,-0.624602]	~[0.682032,-0.174126,0.297671,-0.644907]	~[0.405817,-0.310846,-0.219969,-0.830844]	~[0.620825,-0.327224,-0.682158,-0.205332]	~[0.343689,0.014204,0.446706,-0.825912]	~[0.560939,-0.327481,-0.427383,-0.628846]	~[-0.005595,-0.450938,0.452278,-0.769460]	~[0.775469,0.186619,-0.575959,0.179144]	~[-0.354457,-0.485652,0.585731,-0.543527]
52.1233157	~[-0.014247,0.107308,-0.478797,-0.871226]	~[-0.012892,-0.560770,0.269120,-0.782908]	~[0.161649,-0.392014,-0.122985,-0.897256]	~[-0.250467,-0.152043,-0.463415,-0.836299]	~[0.039135,-0.400659,0.123324,-0.907046]	~[-0.443402,-0.357113,-0.602344,-0.559505]	~[0.356104,-0.127614,-0.683162,-0.624656]	~[0.682678,-0.172451,0.295618,-0.645617]	~[0.405909,-0.310837,-0.220017,-0.830789]	~[0.620725,-0.327273,-0.682250,-0.205251]	~[0.344945,0.018580,0.443686,-0.826928]	~[0.561198,-0.327414,-0.427502,-0.628569]	~[-0.005627,-0.450893,0.452272,-0.769489]	~[0.775516,0.186509,-0.575923,0.179173]	~[-0.354580,-0.485587,0.585760,-0.543474]
52.1433349	~[-0.014514,0.107024,-0.478834,-0.871236]	~[-0.013149,-0.560680,0.269532,-0.782826]	~[0.161821,-0.391709,-0.123319,-0.897313]	~[-0.250437,-0.151978,-0.463482,-0.836282]	~[0.038881,-0.400606,0.123395,-0.907071]	~[-0.443219,-0.357379,-0.602493,-0.559320]	~[0.356072,-0.127681,-0.683139,-0.624686]	~[0.683011,-0.172014,0.294652,-0.645824]	~[0.406171,-0.310777,-0.220053,-0.830674]	~[0.620570,-0.327575,-0.682180,-0.205471]	~[0.345574,0.021854,0.441133,-0.827951]	~[0.561207,-0.327382,-0.427437,-0.628622]	~[-0.005616,-0.450877,0.452211,-0.769535]	~[0.775557,0.186452,-0.575844,0.179304]	~[-0.354729,-0.485459,0.585866,-0.543376]
52.1733162	~[-0.014425,0.106941,-0.478852,-0.871238]	~[-0.013234,-0.560530,0.269649,-0.782893]	~[0.161851,-0.391308,-0.123431,-0.897467]	~[-0.250495,-0.152069,-0.463697,-0.836129]	~[0.038994,-0.400607,0.123340,-0.907073]	~[-0.443132,-0.357521,-0.602587,-0.559197]	~[0.356114,-0.127585,-0.683135,-0.624685]	~[0.683183,-0.172405,0.294963,-0.645395]	~[0.406004,-0.310828,-0.219911,-0.830774]	~[0.620569,-0.327470,-0.682262,-0.205366]	~[0.346087,0.023133,0.440295,-0.828148]	~[0.561010,-0.327579,-0.427001,-0.628992]	~[-0.005667,-0.450820,0.452270,-0.769533]	~[0.775482,0.186407,-0.575977,0.179251]	~[-0.354859,-0.485369,0.585963,-0.543268]
52.1933403	~[-0.014074,0.107157,-0.478861,-0.871213]	~[-0.013386,-0.560510,0.269920,-0.782811]	~[0.161825,-0.391054,-0.123790,-0.897533]	~[-0.250198,-0.151890,-0.463584,-0.836313]	~[0.039150,-0.400619,0.123261,-0.907071]	~[-0.443211,-0.357628,-0.602675,-0.558972]	~[0.356084,-0.127656,-0.683064,-0.624765]	~[0.683185,-0.172939,0.295385,-0.645057]	~[0.405987,-0.310834,-0.219847,-0.830797]	~[0.620573,-0.327584,-0.682156,-0.205525]	~[0.346315,0.023135,0.440182,-0.828113]	~[0.560819,-0.327782,-0.426486,-0.629405]	~[-0.005604,-0.450829,0.452246,-0.769542]	~[0.775264,0.186512,-0.576254,0.179192]	~[-0.354960,-0.485358,0.585977,-0.543196]
52.2232826	~[-0.013466,0.107531,-0.478740,-0.871243]	~[-0.013108,-0.560782,0.270067,-0.782570]	~[0.161856,-0.390599,-0.124399,-0.897641]	~[-0.250113,-0.151879,-0.463695,-0.836279]	~[0.039123,-0.400599,0.123291,-0.907077]	~[-0.443230,-0.357574,-0.602820,-0.558835]	~[0.356013,-0.127823,-0.682949,-0.624897]	~[0.682954,-0.173500,0.296367,-0.644701]	~[0.406129,-0.310807,-0.219866,-0.830733]	~[0.620637,-0.327611,-0.682059,-0.205611]	~[0.346731,0.022626,0.439959,-0.828071]	~[0.560617,-0.327941,-0.425966,-0.629854]	~[-0.005660,-0.450812,0.452326,-0.769505]	~[0.775025,0.186653,-0.576580,0.179032]	~[-0.355082,-0.485309,0.586027,-0.543106]
52.2533571	~[-0.013481,0.107591,-0.478657,-0.871281]	~[-0.012430,-0.560995,0.269826,-0.782511]	~[0.161904,-0.390122,-0.125078,-0.897746]	~[-0.249994,-0.151867,-0.463734,-0.836296]	~[0.039042,-0.400588,0.123361,-0.907076]	~[-0.443186,-0.357488,-0.602866,-0.558875]	~[0.355894,-0.128068,-0.682779,-0.625101]	~[0.682793,-0.174722,0.297758,-0.643899]	~[0.406230,-0.310790,-0.219864,-0.830690]	~[0.620737,-0.327527,-0.682015,-0.205590]	~[0.347281,0.021463,0.439914,-0.827895]	~[0.560539,-0.327854,-0.425778,-0.630096]	~[-0.005784,-0.450789,0.452518,-0.769404]	~[0.774840,0.186802,-0.576792,0.178996]	~[-0.355181,-0.485255,0.586048,-0.543067]
52.2733268	~[-0.013875,0.107482,-0.478503,-0.871373]	~[-0.012688,-0.560613,0.270406,-0.782581]	~[0.161924,-0.389716,-0.125405,-0.897873]	~[-0.249861,-0.151937,-0.463818,-0.836276]	~[0.039238,-0.400629,0.123265,-0.907063]	~[-0.443115,-0.357544,-0.602805,-0.558962]	~[0.356050,-0.128023,-0.682656,-0.625156]	~[0.682104,-0.176629,0.300698,-0.642742]	~[0.406029,-0.310849,-0.219791,-0.830786]	~[0.620741,-0.327838,-0.681778,-0.205868]	~[0.348272,0.019419,0.440379,-0.827282]	~[0.560719,-0.327436,-0.426054,-0.629967]	~[-0.005902,-0.450777,0.452680,-0.769316]	~[0.774706,0.186960,-0.576902,0.179053]	~[-0.355237,-0.485238,0.586058,-0.543035]
52.313342	~[-0.013795,0.107414,-0.478508,-0.871379]	~[-0.013031,-0.559991,0.271135,-0.782768]	~[0.162079,-0.389369,-0.125638,-0.897963]	~[-0.249779,-0.152061,-0.463613,-0.836391]	~[0.039077,-0.400599,0.123348,-0.907072]	~[-0.443302,-0.357687,-0.602547,-0.558999]	~[0.356128,-0.128046,-0.682526,-0.625248]	~[0.681519,-0.176782,0.302296,-0.642571]	~[0.405842,-0.310876,-0.219704,-0.830890]	~[0.620795,-0.327892,-0.681692,-0.205904]	~[0.348477,0.016196,0.441623,-0.826602]	~[0.560812,-0.327166,-0.426260,-0.629884]	~[-0.005803,-0.450857,0.452607,-0.769312]	~[0.774612,0.187127,-0.576929,0.179201]	~[-0.355291,-0.485141,0.586123,-0.543016]
52.3233397	~[-0.013553,0.107349,-0.478463,-0.871416]	~[-0.012892,-0.559298,0.271538,-0.783126]	~[0.162061,-0.389325,-0.125774,-0.897966]	~[-0.250032,-0.152239,-0.463379,-0.836413]	~[0.039487,-0.400684,0.123137,-0.907045]	~[-0.443441,-0.357583,-0.602426,-0.559086]	~[0.356210,-0.128042,-0.682427,-0.625310]	~[0.681330,-0.176754,0.303902,-0.642021]	~[0.405665,-0.310923,-0.219617,-0.830982]	~[0.620840,-0.327824,-0.681708,-0.205825]	~[0.349625,0.014631,0.441254,-0.826344]	~[0.560700,-0.327232,-0.426289,-0.629930]	~[-0.005730,-0.450811,0.452574,-0.769359]	~[0.774531,0.187279,-0.576953,0.179314]	~[-0.355260,-0.485090,0.586169,-0.543032]
52.3532991	~[-0.013752,0.107140,-0.478310,-0.871522]	~[-0.013070,-0.558981,0.271291,-0.783436]	~[0.162116,-0.389595,-0.125635,-0.897858]	~[-0.249821,-0.152168,-0.463246,-0.836563]	~[0.039844,-0.400740,0.122983,-0.907025]	~[-0.443630,-0.357396,-0.602403,-0.559081]	~[0.356360,-0.127939,-0.682385,-0.625292]	~[0.679852,-0.179683,0.309640,-0.640030]	~[0.405741,-0.310881,-0.219609,-0.830963]	~[0.620826,-0.327916,-0.681643,-0.205933]	~[0.350682,0.009904,0.441536,-0.825814]	~[0.560494,-0.327424,-0.426255,-0.630037]	~[-0.005912,-0.450648,0.452692,-0.769384]	~[0.774469,0.187366,-0.576985,0.179387]	~[-0.355136,-0.485080,0.586177,-0.543114]
52.3733316	~[-0.014040,0.106897,-0.478082,-0.871673]	~[-0.013755,-0.558823,0.270471,-0.783820]	~[0.162217,-0.390115,-0.125145,-0.897683]	~[-0.249885,-0.152281,-0.463156,-0.836573]	~[0.039512,-0.400680,0.123162,-0.907042]	~[-0.443552,-0.357173,-0.602482,-0.559200]	~[0.356340,-0.128085,-0.682329,-0.625334]	~[0.677284,-0.185903,0.318859,-0.636440]	~[0.405549,-0.310899,-0.219518,-0.831074]	~[0.620925,-0.327607,-0.681780,-0.205674]	~[0.349907,0.000847,0.444357,-0.824689]	~[0.560363,-0.327517,-0.426182,-0.630154]	~[-0.006083,-0.450552,0.452779,-0.769387]	~[0.774479,0.187437,-0.576916,0.179493]	~[-0.355016,-0.485118,0.586174,-0.543161]
52.3933066	~[-0.013837,0.107116,-0.477971,-0.871710]	~[-0.014274,-0.559430,0.270064,-0.783518]	~[0.162526,-0.390738,-0.124562,-0.897437]	~[-0.249918,-0.152278,-0.463356,-0.836453]	~[0.039666,-0.400706,0.123102,-0.907032]	~[-0.443374,-0.357055,-0.602511,-0.559385]	~[0.356512,-0.127902,-0.682457,-0.625134]	~[0.673946,-0.193478,0.329708,-0.632183]	~[0.405403,-0.310949,-0.219458,-0.831142]	~[0.621017,-0.327359,-0.681873,-0.205483]	~[0.347074,-0.013163,0.451214,-0.822054]	~[0.560532,-0.327279,-0.426178,-0.630131]	~[-0.006074,-0.450561,0.452741,-0.769405]	~[0.774508,0.187443,-0.576872,0.179502]	~[-0.354933,-0.485168,0.586171,-0.543175]
52.423318	~[-0.013939,0.107240,-0.478032,-0.871660]	~[-0.014321,-0.560395,0.269678,-0.782960]	~[0.162827,-0.391479,-0.123971,-0.897141]	~[-0.249849,-0.152028,-0.463436,-0.836475]	~[0.040062,-0.400780,0.122944,-0.907003]	~[-0.443435,-0.356939,-0.602418,-0.559511]	~[0.356397,-0.127942,-0.682521,-0.625122]	~[0.670519,-0.201681,0.339824,-0.627892]	~[0.405392,-0.310959,-0.219439,-0.831149]	~[0.621112,-0.327168,-0.681936,-0.205288]	~[0.341302,-0.027456,0.462132,-0.818042]	~[0.560576,-0.327210,-0.425880,-0.630329]	~[-0.006025,-0.450544,0.452743,-0.769414]	~[0.774487,0.187446,-0.576890,0.179530]	~[-0.354910,-0.485163,0.586186,-0.543177]
52.4432824	~[-0.013777,0.107326,-0.478202,-0.871558]	~[-0.014896,-0.560952,0.270151,-0.782387]	~[0.162897,-0.392093,-0.123625,-0.896909]	~[-0.249582,-0.151619,-0.463820,-0.836416]	~[0.039775,-0.400742,0.123112,-0.907010]	~[-0.443651,-0.356793,-0.602335,-0.559523]	~[0.356225,-0.128014,-0.682579,-0.625142]	~[0.670152,-0.203368,0.340334,-0.627464]	~[0.405323,-0.310956,-0.219416,-0.831190]	~[0.621109,-0.327302,-0.681844,-0.205391]	~[0.334396,-0.038117,0.472537,-0.814515]	~[0.560314,-0.327450,-0.425476,-0.630710]	~[-0.005724,-0.450678,0.452524,-0.769467]	~[0.774475,0.187556,-0.576828,0.179670]	~[-0.354905,-0.485250,0.586039,-0.543261]
52.4732971	~[-0.013806,0.107435,-0.478466,-0.871400]	~[-0.015512,-0.561222,0.271062,-0.781866]	~[0.162644,-0.392246,-0.123484,-0.896907]	~[-0.249561,-0.151308,-0.464051,-0.836350]	~[0.040248,-0.400846,0.122854,-0.906978]	~[-0.444053,-0.356883,-0.602179,-0.559313]	~[0.356214,-0.127798,-0.682747,-0.625009]	~[0.671401,-0.201511,0.336496,-0.628796]	~[0.405536,-0.310877,-0.219545,-0.831081]	~[0.621078,-0.327539,-0.681706,-0.205567]	~[0.331436,-0.036664,0.476463,-0.813504]	~[0.560085,-0.327848,-0.425086,-0.630969]	~[-0.005790,-0.450700,0.452616,-0.769399]	~[0.774522,0.187582,-0.576768,0.179630]	~[-0.354928,-0.485297,0.585900,-0.543354]
52.4932882	~[-0.013634,0.107565,-0.478938,-0.871127]	~[-0.015018,-0.561738,0.270799,-0.781597]	~[0.162195,-0.392148,-0.123387,-0.897044]	~[-0.249934,-0.151350,-0.464495,-0.835985]	~[0.040207,-0.400848,0.122813,-0.906985]	~[-0.444378,-0.356939,-0.602048,-0.559160]	~[0.356233,-0.127632,-0.682911,-0.624853]	~[0.672831,-0.198106,0.331495,-0.631002]	~[0.405330,-0.310909,-0.219493,-0.831184]	~[0.621061,-0.327669,-0.681626,-0.205675]	~[0.330546,-0.030687,0.476810,-0.813910]	~[0.559998,-0.328236,-0.424534,-0.631216]	~[-0.005813,-0.450711,0.452693,-0.769347]	~[0.774610,0.187696,-0.576548,0.179839]	~[-0.354957,-0.485278,0.585829,-0.543430]
52.5233242	~[-0.013769,0.107377,-0.479000,-0.871114]	~[-0.014673,-0.562278,0.270341,-0.781373]	~[0.162032,-0.391945,-0.123338,-0.897169]	~[-0.250364,-0.151500,-0.463219,-0.836537]	~[0.040432,-0.400871,0.122649,-0.906987]	~[-0.444386,-0.356691,-0.602058,-0.559303]	~[0.356168,-0.127647,-0.682927,-0.624869]	~[0.673616,-0.195056,0.327727,-0.633080]	~[0.405281,-0.310937,-0.219492,-0.831197]	~[0.620998,-0.327901,-0.681510,-0.205878]	~[0.329962,-0.023302,0.474586,-0.815690]	~[0.560130,-0.328358,-0.424329,-0.631174]	~[-0.005928,-0.450714,0.452855,-0.769249]	~[0.774619,0.187806,-0.576456,0.179980]	~[-0.354931,-0.485320,0.585778,-0.543463]
52.543297	~[-0.013412,0.107289,-0.478887,-0.871193]	~[-0.014850,-0.562387,0.270335,-0.781293]	~[0.162108,-0.391940,-0.123265,-0.897168]	~[-0.250331,-0.151994,-0.464020,-0.836013]	~[0.040521,-0.400866,0.122583,-0.906994]	~[-0.444286,-0.356418,-0.601946,-0.559676]	~[0.356317,-0.127450,-0.682938,-0.624812]	~[0.674378,-0.192668,0.324579,-0.634619]	~[0.404932,-0.310976,-0.219409,-0.831374]	~[0.620934,-0.328017,-0.681471,-0.206015]	~[0.329081,-0.016951,0.473175,-0.817021]	~[0.560409,-0.328172,-0.424630,-0.630820]	~[-0.006002,-0.450712,0.452896,-0.769225]	~[0.774593,0.187953,-0.576412,0.180078]	~[-0.354933,-0.485351,0.585741,-0.543474]
52.5732692	~[-0.013052,0.107273,-0.479304,-0.870970]	~[-0.014614,-0.562381,0.270065,-0.781396]	~[0.162159,-0.392290,-0.123231,-0.897010]	~[-0.250504,-0.152245,-0.463851,-0.836009]	~[0.040343,-0.400837,0.122636,-0.907008]	~[-0.444189,-0.356378,-0.601680,-0.560064]	~[0.356218,-0.127610,-0.682835,-0.624949]	~[0.675870,-0.188992,0.319086,-0.636919]	~[0.404749,-0.310994,-0.219384,-0.831464]	~[0.620966,-0.327950,-0.681482,-0.205990]	~[0.329324,-0.009692,0.471526,-0.817994]	~[0.560540,-0.327882,-0.425091,-0.630544]	~[-0.006025,-0.450609,0.452815,-0.769333]	~[0.774689,0.188007,-0.576246,0.180144]	~[-0.354902,-0.485365,0.585791,-0.543427]
52.6033534	~[-0.012937,0.107373,-0.479368,-0.870925]	~[-0.014375,-0.562212,0.269729,-0.781638]	~[0.162264,-0.392582,-0.123306,-0.896853]	~[-0.250521,-0.152266,-0.463794,-0.836032]	~[0.040055,-0.400783,0.122835,-0.907017]	~[-0.443990,-0.356362,-0.601493,-0.560434]	~[0.356175,-0.127635,-0.682753,-0.625058]	~[0.677256,-0.184852,0.313356,-0.639502]	~[0.404587,-0.311014,-0.219326,-0.831550]	~[0.620936,-0.327965,-0.681492,-0.206025]	~[0.330282,-0.001132,0.468612,-0.819338]	~[0.560692,-0.327584,-0.425836,-0.630061]	~[-0.006044,-0.450528,0.452662,-0.769471]	~[0.774794,0.188058,-0.576041,0.180288]	~[-0.354906,-0.485356,0.585896,-0.543320]
52.6233146	~[-0.012664,0.107571,-0.479503,-0.870830]	~[-0.014259,-0.561990,0.269578,-0.781851]	~[0.162213,-0.392470,-0.123377,-0.896901]	~[-0.250212,-0.151868,-0.463831,-0.836176]	~[0.040090,-0.400793,0.122909,-0.907001]	~[-0.443707,-0.356318,-0.601509,-0.560669]	~[0.356050,-0.127779,-0.682724,-0.625131]	~[0.679030,-0.180988,0.307581,-0.641526]	~[0.404816,-0.310922,-0.219432,-0.831445]	~[0.620875,-0.328041,-0.681487,-0.206104]	~[0.332781,0.006485,0.463897,-0.820984]	~[0.560913,-0.327180,-0.426539,-0.629599]	~[-0.006024,-0.450555,0.452560,-0.769515]	~[0.774947,0.188069,-0.575819,0.180332]	~[-0.354850,-0.485402,0.585975,-0.543231]
52.6432982	~[-0.012560,0.107664,-0.479556,-0.870791]	~[-0.013901,-0.561901,0.269231,-0.782041]	~[0.162396,-0.391930,-0.123696,-0.897061]	~[-0.250329,-0.151664,-0.463909,-0.836135]	~[0.040077,-0.400800,0.122989,-0.906988]	~[-0.443592,-0.356417,-0.601502,-0.560703]	~[0.355922,-0.127881,-0.682725,-0.625183]	~[0.680122,-0.178073,0.303484,-0.643135]	~[0.404638,-0.310963,-0.219409,-0.831522]	~[0.620881,-0.327824,-0.681641,-0.205924]	~[0.335527,0.013047,0.458761,-0.822672]	~[0.561047,-0.327072,-0.426666,-0.629450]	~[-0.005892,-0.450635,0.452483,-0.769515]	~[0.775218,0.187936,-0.575527,0.180239]	~[-0.354858,-0.485405,0.586039,-0.543154]
52.6733257	~[-0.012310,0.107817,-0.479578,-0.870763]	~[-0.013742,-0.561937,0.268787,-0.782171]	~[0.162576,-0.391430,-0.124204,-0.897176]	~[-0.250467,-0.151659,-0.464049,-0.836017]	~[0.039804,-0.400748,0.123176,-0.906997]	~[-0.443613,-0.356604,-0.601352,-0.560729]	~[0.355842,-0.127934,-0.682752,-0.625188]	~[0.680876,-0.175368,0.300251,-0.644596]	~[0.404726,-0.310938,-0.219527,-0.831458]	~[0.620823,-0.327905,-0.681638,-0.205976]	~[0.337354,0.018362,0.455044,-0.823887]	~[0.561280,-0.327206,-0.426513,-0.629275]	~[-0.005773,-0.450674,0.452534,-0.769462]	~[0.775458,0.187783,-0.575302,0.180084]	~[-0.354891,-0.485374,0.586142,-0.543050]
52.6933065	~[-0.012323,0.107896,-0.479656,-0.870710]	~[-0.013720,-0.562104,0.268558,-0.782130]	~[0.162683,-0.391116,-0.124594,-0.897240]	~[-0.250380,-0.151596,-0.464205,-0.835968]	~[0.040027,-0.400784,0.123117,-0.906980]	~[-0.443696,-0.356815,-0.601124,-0.560773]	~[0.355787,-0.128006,-0.682746,-0.625211]	~[0.681591,-0.173233,0.297446,-0.645717]	~[0.404661,-0.310958,-0.219584,-0.831467]	~[0.620778,-0.327851,-0.681733,-0.205883]	~[0.339272,0.022839,0.452200,-0.824554]	~[0.561521,-0.327362,-0.426269,-0.629144]	~[-0.005783,-0.450654,0.452671,-0.769394]	~[0.775565,0.187630,-0.575273,0.179872]	~[-0.354976,-0.485248,0.586282,-0.542954]
52.7232328	~[-0.012176,0.108227,-0.479749,-0.870620]	~[-0.013755,-0.562092,0.268619,-0.782118]	~[0.162784,-0.391097,-0.124799,-0.897201]	~[-0.250312,-0.151440,-0.464361,-0.835930]	~[0.040041,-0.400790,0.123116,-0.906977]	~[-0.443758,-0.356993,-0.601007,-0.560736]	~[0.355745,-0.128117,-0.682643,-0.625324]	~[0.682164,-0.172040,0.295671,-0.646246]	~[0.404611,-0.310975,-0.219606,-0.831479]	~[0.620685,-0.327980,-0.681750,-0.205901]	~[0.340592,0.026259,0.449899,-0.825166]	~[0.561484,-0.327659,-0.426081,-0.629150]	~[-0.005834,-0.450659,0.452760,-0.769338]	~[0.775660,0.187540,-0.575172,0.179883]	~[-0.355086,-0.485177,0.586314,-0.542912]
52.7432668	~[-0.012395,0.108262,-0.479810,-0.870579]	~[-0.013943,-0.562026,0.268526,-0.782193]	~[0.162860,-0.391137,-0.124869,-0.897160]	~[-0.250308,-0.151197,-0.464122,-0.836108]	~[0.039896,-0.400755,0.123180,-0.906990]	~[-0.443945,-0.357216,-0.600905,-0.560556]	~[0.355809,-0.128074,-0.682573,-0.625373]	~[0.682864,-0.170202,0.293270,-0.647086]	~[0.404740,-0.310981,-0.219656,-0.831401]	~[0.620561,-0.328220,-0.681703,-0.206052]	~[0.341470,0.028474,0.448304,-0.825597]	~[0.561117,-0.327917,-0.425860,-0.629493]	~[-0.005843,-0.450668,0.452746,-0.769341]	~[0.775694,0.187427,-0.575175,0.179843]	~[-0.355146,-0.485168,0.586305,-0.542890]
52.7732943	~[-0.012751,0.107967,-0.479628,-0.870711]	~[-0.014245,-0.562122,0.268188,-0.782235]	~[0.162855,-0.391138,-0.125063,-0.897134]	~[-0.250321,-0.151077,-0.464018,-0.836184]	~[0.039905,-0.400754,0.123178,-0.906990]	~[-0.444061,-0.357390,-0.600829,-0.560435]	~[0.355811,-0.128047,-0.682575,-0.625375]	~[0.683909,-0.167370,0.289479,-0.648427]	~[0.404902,-0.310975,-0.219648,-0.831326]	~[0.620435,-0.328481,-0.681629,-0.206259]	~[0.343011,0.032175,0.445854,-0.826149]	~[0.560959,-0.327998,-0.426106,-0.629425]	~[-0.006075,-0.450488,0.452877,-0.769367]	~[0.775628,0.187397,-0.575289,0.179795]	~[-0.355162,-0.485240,0.586208,-0.542920]
52.7932573	~[-0.012452,0.108106,-0.479575,-0.870727]	~[-0.014667,-0.561991,0.268104,-0.782350]	~[0.163082,-0.390834,-0.125386,-0.897180]	~[-0.250323,-0.150949,-0.464032,-0.836198]	~[0.039892,-0.400757,0.123183,-0.906989]	~[-0.444056,-0.357471,-0.600798,-0.560421]	~[0.355760,-0.128022,-0.682600,-0.625381]	~[0.684308,-0.166231,0.287833,-0.649032]	~[0.404921,-0.310981,-0.219564,-0.831337]	~[0.620387,-0.328711,-0.681495,-0.206479]	~[0.344828,0.036127,0.443068,-0.826728]	~[0.560773,-0.328146,-0.426227,-0.629432]	~[-0.006136,-0.450412,0.452970,-0.769356]	~[0.775551,0.187507,-0.575317,0.179925]	~[-0.355304,-0.485136,0.586244,-0.542882]
52.823286	~[-0.012161,0.108293,-0.479591,-0.870699]	~[-0.015248,-0.561885,0.268088,-0.782420]	~[0.163502,-0.390486,-0.125871,-0.897187]	~[-0.250552,-0.150908,-0.463968,-0.836172]	~[0.039988,-0.400777,0.123133,-0.906982]	~[-0.444184,-0.357446,-0.600734,-0.560403]	~[0.355672,-0.128071,-0.682582,-0.625442]	~[0.684767,-0.165730,0.286859,-0.649107]	~[0.405071,-0.310944,-0.219513,-0.831292]	~[0.620415,-0.328815,-0.681381,-0.206605]	~[0.345436,0.037985,0.441747,-0.827097]	~[0.560987,-0.328068,-0.426385,-0.629175]	~[-0.006142,-0.450464,0.453080,-0.769261]	~[0.775404,0.187617,-0.575472,0.179944]	~[-0.355398,-0.485063,0.586263,-0.542864]
52.8533188	~[-0.012415,0.108303,-0.479574,-0.870704]	~[-0.015593,-0.561908,0.268267,-0.782335]	~[0.163708,-0.390087,-0.126078,-0.897294]	~[-0.250260,-0.150702,-0.464175,-0.836182]	~[0.039924,-0.400766,0.123169,-0.906985]	~[-0.444477,-0.357264,-0.600734,-0.560287]	~[0.355681,-0.128066,-0.682537,-0.625487]	~[0.685577,-0.164035,0.284045,-0.649920]	~[0.405183,-0.310917,-0.219474,-0.831257]	~[0.620365,-0.329216,-0.681099,-0.207046]	~[0.346034,0.040349,0.440829,-0.827225]	~[0.560787,-0.328111,-0.426404,-0.629318]	~[-0.006192,-0.450468,0.453225,-0.769173]	~[0.775195,0.187737,-0.575744,0.179853]	~[-0.355416,-0.485044,0.586277,-0.542855]
52.8732723	~[-0.012130,0.108648,-0.479605,-0.870648]	~[-0.015906,-0.562006,0.268744,-0.782096]	~[0.163766,-0.389655,-0.125861,-0.897501]	~[-0.250056,-0.150550,-0.464411,-0.836139]	~[0.040209,-0.400809,0.123031,-0.906972]	~[-0.444712,-0.356926,-0.600792,-0.560253]	~[0.355653,-0.128122,-0.682468,-0.625566]	~[0.686174,-0.162539,0.281482,-0.650780]	~[0.405275,-0.310905,-0.219493,-0.831212]	~[0.620505,-0.329028,-0.681089,-0.206960]	~[0.348061,0.044116,0.439159,-0.827071]	~[0.560646,-0.327934,-0.426480,-0.629484]	~[-0.006262,-0.450462,0.453285,-0.769141]	~[0.775033,0.187893,-0.575934,0.179775]	~[-0.355454,-0.484965,0.586358,-0.542813]
52.9132706	~[-0.012166,0.108801,-0.479609,-0.870626]	~[-0.016225,-0.562082,0.269339,-0.781829]	~[0.163927,-0.389109,-0.125622,-0.897742]	~[-0.249805,-0.150367,-0.464498,-0.836199]	~[0.040573,-0.400883,0.122879,-0.906944]	~[-0.444970,-0.356614,-0.600757,-0.560284]	~[0.355613,-0.128156,-0.682450,-0.625602]	~[0.686578,-0.162464,0.280799,-0.650667]	~[0.405098,-0.310950,-0.219443,-0.831294]	~[0.620499,-0.329227,-0.680919,-0.207221]	~[0.349780,0.047254,0.438206,-0.826678]	~[0.560603,-0.327692,-0.426446,-0.629672]	~[-0.006466,-0.450342,0.453404,-0.769139]	~[0.775004,0.188027,-0.575915,0.179825]	~[-0.355563,-0.484833,0.586503,-0.542703]
